transaction_id,sale_date,product_id,quantity_units_sold,price_per_unit_at_sale_INR,tax_percentage,discount_percentage,line_total_before_tax_discount,tax_amount,discount_amount,final_line_total_INR,payment_method
TR0000288,2024-04-06,P037,6,165.97,5,2.52,995.82,48.54,25.09,1019.27,UPI
TR0000289,2024-04-07,P031,2,220.95,5,0.83,441.9,21.91,3.67,460.14,Card
TR0000290,2024-04-07,P019,1,153.85,12,1.67,153.85,18.15,2.57,169.43,Cash
TR0000291,2024-04-07,P010,2,143.05,5,2.97,286.1,13.88,8.5,291.48,Card
TR0000292,2024-04-07,P088,2,225.26,5,4.09,450.52,21.6,18.43,453.69,UPI
TR0000293,2024-04-07,P038,2,50.34,5,3.77,100.68,4.84,3.8,101.72,Cash
TR0000294,2024-04-07,P083,4,48.11,12,3.32,192.44,22.33,6.39,208.38,Card
TR0000295,2024-04-07,P002,3,46.54,12,4.46,139.62,16.01,6.23,149.4,UPI
TR0000296,2024-04-07,P087,1,38.54,5,0.74,38.54,1.91,0.29,40.16,Card
TR0000297,2024-04-07,P019,3,151.31,5,2.89,453.93,22.04,13.12,462.85,UPI
TR0000298,2024-04-07,P047,2,34.41,5,4.6,68.82,3.28,3.17,68.93,Card
TR0000299,2024-04-07,P036,6,152.17,12,4.94,913.02,104.15,45.1,972.07,UPI
TR0000300,2024-04-07,P045,3,207.63,12,4.73,622.89,71.21,29.46,664.64,Card
TR0000301,2024-04-07,P006,5,46.66,12,4.17,233.3,26.83,9.73,250.4,Cash
TR0000302,2024-04-07,P084,5,257.36,12,1.44,1286.8,152.19,18.53,1420.46,Cash
TR0000303,2024-04-07,P019,4,154.08,12,3.12,616.32,71.65,19.23,668.74,UPI
TR0000304,2024-04-07,P088,3,216.05,12,0.08,648.15,77.72,0.52,725.35,Cash
TR0000305,2024-04-07,P016,1,178.01,5,2.15,178.01,8.71,3.83,182.89,UPI
TR0000306,2024-04-07,P007,3,159.03,12,3.93,477.09,55.0,18.75,513.34,UPI
TR0000307,2024-04-07,P097,2,148.78,12,0.71,297.56,35.45,2.11,330.9,UPI
TR0000308,2024-04-07,P100,1,152.35,5,2.37,152.35,7.44,3.61,156.18,Card
TR0000309,2024-04-07,P050,4,44.19,5,4.47,176.76,8.44,7.9,177.3,Card
TR0000310,2024-04-07,P023,5,98.81,12,4.02,494.05,56.9,19.86,531.09,Cash
TR0000311,2024-04-07,P026,3,138.46,5,1.51,415.38,20.46,6.27,429.57,Cash
TR0000312,2024-04-07,P085,5,221.23,12,0.48,1106.15,132.1,5.31,1232.94,UPI
TR0000313,2024-04-07,P041,5,106.15,12,2.34,530.75,62.2,12.42,580.53,Card
TR0000314,2024-04-07,P078,4,84.44,5,4.79,337.76,16.08,16.18,337.66,Card
TR0000315,2024-04-07,P018,5,119.86,5,2.9,599.3,29.1,17.38,611.02,Card
TR0000316,2024-04-07,P095,5,125.26,5,3.78,626.3,30.13,23.67,632.76,Card
TR0000317,2024-04-07,P001,4,88.28,12,4.2,353.12,40.59,14.83,378.88,Cash
TR0000318,2024-04-07,P043,5,145.26,12,2.83,726.3,84.69,20.55,790.44,UPI
TR0000319,2024-04-07,P008,1,163.98,5,3.51,163.98,7.91,5.76,166.13,UPI
TR0000320,2024-04-07,P089,2,91.74,5,1.5,183.48,9.04,2.75,189.77,Card
TR0000321,2024-04-07,P001,4,86.71,5,0.57,346.84,17.24,1.98,362.1,Cash
TR0000322,2024-04-07,P016,5,171.04,5,0.52,855.2,42.54,4.45,893.29,Cash
TR0000323,2024-04-07,P082,4,199.02,5,1.5,796.08,39.21,11.94,823.35,Card
TR0000324,2024-04-07,P031,5,219.71,12,4.3,1098.55,126.16,47.24,1177.47,UPI
TR0000325,2024-04-07,P019,6,144.1,5,4.09,864.6,41.46,35.36,870.7,UPI
TR0000326,2024-04-07,P091,6,73.93,5,2.38,443.58,21.65,10.56,454.67,Card
TR0000327,2024-04-07,P013,5,226.1,12,1.96,1130.5,133.0,22.16,1241.34,UPI
TR0000328,2024-04-07,P085,4,235.62,5,0.14,942.48,47.06,1.32,988.22,Card
TR0000329,2024-04-07,P050,1,45.0,5,3.23,45.0,2.18,1.45,45.73,UPI
TR0000330,2024-04-07,P006,3,48.73,12,4.41,146.19,16.77,6.45,156.51,Card
TR0000331,2024-04-07,P021,3,152.76,5,1.74,458.28,22.52,7.97,472.83,UPI
TR0000332,2024-04-07,P091,1,70.12,5,1.76,70.12,3.44,1.23,72.33,UPI
TR0000333,2024-04-07,P084,6,254.67,5,1.39,1528.02,75.34,21.24,1582.12,UPI
TR0000334,2024-04-07,P076,1,440.6,12,1.88,440.6,51.88,8.28,484.2,Card
TR0000335,2024-04-07,P024,5,65.98,12,0.65,329.9,39.33,2.14,367.09,Card
TR0000336,2024-04-07,P100,3,156.92,12,0.34,470.76,56.3,1.6,525.46,Cash
TR0000337,2024-04-07,P021,2,146.59,5,2.5,293.18,14.29,7.33,300.14,UPI
TR0000338,2024-04-08,P031,1,234.11,5,3.64,234.11,11.28,8.52,236.87,Card
TR0000339,2024-04-08,P079,1,104.92,12,0.57,104.92,12.52,0.6,116.84,UPI
TR0000340,2024-04-08,P048,5,269.35,5,4.62,1346.75,64.23,62.22,1348.76,Card
TR0000341,2024-04-08,P049,2,417.67,5,0.98,835.34,41.36,8.19,868.51,Card
TR0000342,2024-04-08,P037,2,169.43,5,2.17,338.86,16.58,7.35,348.09,UPI
TR0000343,2024-04-08,P025,1,120.11,5,1.02,120.11,5.94,1.23,124.82,Cash
TR0000344,2024-04-08,P047,4,33.82,5,1.7,135.28,6.65,2.3,139.63,UPI
TR0000345,2024-04-08,P093,4,375.58,5,2.85,1502.32,72.98,42.82,1532.48,Card
TR0000346,2024-04-08,P046,5,204.04,5,4.01,1020.2,48.96,40.91,1028.25,Card
TR0000347,2024-04-08,P049,1,400.95,5,3.91,400.95,19.26,15.68,404.53,Card
TR0000348,2024-04-08,P030,1,277.6,12,0.11,277.6,33.27,0.31,310.56,Card
TR0000349,2024-04-08,P033,4,119.83,5,4.36,479.32,22.92,20.9,481.34,Cash
TR0000350,2024-04-08,P010,5,141.59,12,2.0,707.95,83.25,14.16,777.04,Cash
TR0000351,2024-04-08,P015,5,62.93,12,3.27,314.65,36.52,10.29,340.88,Cash
TR0000352,2024-04-08,P034,2,191.29,5,0.7,382.58,19.0,2.68,398.9,UPI
TR0000353,2024-04-08,P043,6,157.59,5,1.18,945.54,46.72,11.16,981.1,Cash
TR0000354,2024-04-08,P098,5,207.71,5,1.73,1038.55,51.03,17.97,1071.61,Cash
TR0000355,2024-04-08,P011,5,47.5,5,1.35,237.5,11.71,3.21,246.0,Cash
TR0000356,2024-04-08,P090,2,209.59,12,2.39,419.18,49.1,10.02,458.26,Cash
TR0000357,2024-04-08,P008,1,164.51,5,2.67,164.51,8.01,4.39,168.13,Card
TR0000358,2024-04-08,P003,5,256.83,12,3.83,1284.15,148.2,49.18,1383.17,UPI
TR0000359,2024-04-08,P080,5,135.87,12,0.59,679.35,81.04,4.01,756.38,UPI
TR0000360,2024-04-08,P048,3,257.72,12,4.59,773.16,88.52,35.49,826.19,Cash
TR0000361,2024-04-08,P002,2,47.07,5,4.95,94.14,4.47,4.66,93.95,Cash
TR0000362,2024-04-08,P032,1,88.55,5,2.19,88.55,4.33,1.94,90.94,Card
TR0000363,2024-04-08,P032,3,89.04,12,2.39,267.12,31.29,6.38,292.03,Cash
TR0000364,2024-04-08,P010,3,146.69,5,2.47,440.07,21.46,10.87,450.66,UPI
TR0000365,2024-04-08,P029,4,42.75,12,3.9,171.0,19.72,6.67,184.05,Card
TR0000366,2024-04-08,P032,5,96.09,12,3.49,480.45,55.64,16.77,519.32,UPI
TR0000367,2024-04-08,P078,6,92.62,12,1.4,555.72,65.75,7.78,613.69,Cash
TR0000368,2024-04-08,P092,2,59.43,5,0.61,118.86,5.91,0.73,124.04,UPI
TR0000369,2024-04-08,P019,1,158.57,12,3.25,158.57,18.41,5.15,171.83,Card
TR0000370,2024-04-08,P003,4,265.94,12,1.39,1063.76,125.88,14.79,1174.85,Card
TR0000371,2024-04-08,P011,1,46.55,12,2.48,46.55,5.45,1.15,50.85,Card
TR0000372,2024-04-08,P006,2,45.2,5,3.3,90.4,4.37,2.98,91.79,UPI
TR0000373,2024-04-08,P005,5,55.72,5,4.55,278.6,13.3,12.68,279.22,Card
TR0000374,2024-04-08,P034,5,189.0,5,1.7,945.0,46.45,16.07,975.38,UPI
TR0000375,2024-04-08,P080,6,147.02,5,4.04,882.12,42.32,35.64,888.8,UPI
TR0000376,2024-04-08,P037,5,174.01,12,0.81,870.05,103.56,7.05,966.56,Card
TR0000377,2024-04-08,P031,2,234.29,12,4.0,468.58,53.98,18.74,503.82,Card
TR0000378,2024-04-08,P095,3,118.74,12,0.19,356.22,42.66,0.68,398.2,Card
TR0000379,2024-04-08,P033,6,121.08,5,0.62,726.48,36.1,4.5,758.08,UPI
TR0000380,2024-04-08,P034,2,193.42,5,2.2,386.84,18.92,8.51,397.25,Card
TR0000381,2024-04-08,P087,6,40.81,5,2.04,244.86,11.99,5.0,251.85,UPI
TR0000382,2024-04-08,P036,5,150.27,5,2.2,751.35,36.74,16.53,771.56,Card
TR0000383,2024-04-08,P036,3,155.02,5,1.14,465.06,22.99,5.3,482.75,Cash
TR0000384,2024-04-08,P007,2,158.65,5,0.92,317.3,15.72,2.92,330.1,UPI
TR0000385,2024-04-09,P041,1,102.27,5,0.3,102.27,5.1,0.31,107.06,UPI
TR0000386,2024-04-09,P033,1,119.53,12,2.7,119.53,13.96,3.23,130.26,Cash
TR0000387,2024-04-09,P045,1,201.05,12,0.57,201.05,23.99,1.15,223.89,Cash
TR0000388,2024-04-09,P042,5,79.49,12,0.36,397.45,47.52,1.43,443.54,Card
TR0000389,2024-04-09,P019,1,148.71,12,1.67,148.71,17.55,2.48,163.78,Card
TR0000390,2024-04-09,P048,4,277.62,12,3.11,1110.48,129.11,34.54,1205.05,Cash
TR0000391,2024-04-09,P038,2,52.28,5,0.53,104.56,5.2,0.55,109.21,Cash
TR0000392,2024-04-09,P091,6,74.52,12,4.7,447.12,51.13,21.01,477.24,Card
TR0000393,2024-04-09,P005,6,55.52,12,3.81,333.12,38.45,12.69,358.88,UPI
TR0000394,2024-04-09,P029,5,41.87,12,2.69,209.35,24.45,5.63,228.17,Cash
TR0000395,2024-04-09,P093,1,391.74,12,1.58,391.74,46.27,6.19,431.82,Cash
TR0000396,2024-04-09,P038,2,49.35,12,1.15,98.7,11.71,1.14,109.27,Card
TR0000397,2024-04-09,P015,6,61.48,12,1.81,368.88,43.46,6.68,405.66,Card
TR0000398,2024-04-09,P010,3,142.68,5,2.24,428.04,20.92,9.59,439.37,Card
TR0000399,2024-04-09,P017,5,122.03,12,3.37,610.15,70.75,20.56,660.34,UPI
TR0000400,2024-04-09,P034,3,191.43,5,0.41,574.29,28.6,2.35,600.54,Card
TR0000401,2024-04-09,P019,5,151.25,5,4.5,756.25,36.11,34.03,758.33,Card
TR0000402,2024-04-09,P079,3,112.64,12,3.71,337.92,39.05,12.54,364.43,Cash
TR0000403,2024-04-09,P081,1,121.92,5,0.66,121.92,6.06,0.8,127.18,UPI
TR0000404,2024-04-09,P080,3,135.73,5,3.56,407.19,19.63,14.5,412.32,Cash
TR0000405,2024-04-09,P044,5,168.31,5,4.97,841.55,39.99,41.83,839.71,Cash
TR0000406,2024-04-09,P083,4,47.63,12,1.45,190.52,22.53,2.76,210.29,Card
TR0000407,2024-04-09,P024,6,66.35,5,0.76,398.1,19.75,3.03,414.82,Cash
TR0000408,2024-04-09,P048,6,269.83,12,1.6,1618.98,191.17,25.9,1784.25,Cash
TR0000409,2024-04-09,P036,1,145.5,12,1.71,145.5,17.16,2.49,160.17,UPI
TR0000410,2024-04-09,P093,5,387.91,12,1.43,1939.55,229.42,27.74,2141.23,Card
TR0000411,2024-04-09,P023,2,94.89,5,2.15,189.78,9.29,4.08,194.99,Card
TR0000412,2024-04-09,P041,1,100.18,5,0.59,100.18,4.98,0.59,104.57,Card
TR0000413,2024-04-09,P029,2,40.97,12,4.94,81.94,9.35,4.05,87.24,Cash
TR0000414,2024-04-09,P036,2,143.46,5,0.14,286.92,14.33,0.4,300.85,Cash
TR0000415,2024-04-09,P095,5,124.31,5,2.44,621.55,30.32,15.17,636.7,Cash
TR0000416,2024-04-09,P037,5,173.37,12,2.6,866.85,101.32,22.54,945.63,Card
TR0000417,2024-04-09,P015,6,64.41,5,2.22,386.46,18.89,8.58,396.77,Card
TR0000418,2024-04-09,P012,2,265.81,5,4.84,531.62,25.29,25.73,531.18,Cash
TR0000419,2024-04-09,P029,6,40.08,5,2.54,240.48,11.72,6.11,246.09,Card
TR0000420,2024-04-09,P091,6,74.49,12,4.46,446.94,51.24,19.93,478.25,Cash
TR0000421,2024-04-09,P092,3,58.73,5,4.75,176.19,8.39,8.37,176.21,UPI
TR0000422,2024-04-09,P018,5,113.74,5,3.37,568.7,27.48,19.17,577.01,Card
TR0000423,2024-04-09,P088,2,231.16,12,0.66,462.32,55.11,3.05,514.38,UPI
TR0000424,2024-04-09,P092,6,62.12,5,2.17,372.72,18.23,8.09,382.86,Card
TR0000425,2024-04-09,P027,6,86.89,12,3.44,521.34,60.41,17.93,563.82,UPI
TR0000426,2024-04-09,P100,2,157.75,12,2.65,315.5,36.86,8.36,344.0,Cash
TR0000427,2024-04-09,P030,3,279.43,12,3.98,838.29,96.59,33.36,901.52,Card
TR0000428,2024-04-09,P095,4,118.23,5,0.56,472.92,23.51,2.65,493.78,Card
TR0000429,2024-04-09,P083,3,45.82,12,0.58,137.46,16.4,0.8,153.06,Card
TR0000430,2024-04-09,P015,3,64.35,5,3.87,193.05,9.28,7.47,194.86,Card
TR0000431,2024-04-09,P088,5,223.89,5,0.14,1119.45,55.89,1.57,1173.77,Card
TR0000432,2024-04-09,P078,1,89.18,12,1.31,89.18,10.56,1.17,98.57,Card
TR0000433,2024-04-09,P082,4,206.16,5,1.34,824.64,40.68,11.05,854.27,UPI
TR0000434,2024-04-09,P006,3,46.33,5,2.86,138.99,6.75,3.98,141.76,Cash
TR0000435,2024-04-09,P015,5,63.81,5,3.02,319.05,15.47,9.64,324.88,Cash
TR0000436,2024-04-09,P003,4,246.75,12,4.56,987.0,113.04,45.01,1055.03,UPI
TR0000437,2024-04-09,P092,2,59.77,5,4.93,119.54,5.68,5.89,119.33,UPI
TR0000438,2024-04-09,P030,3,283.09,12,1.66,849.27,100.22,14.1,935.39,Cash
TR0000439,2024-04-09,P032,1,88.17,5,3.78,88.17,4.24,3.33,89.08,UPI
TR0000440,2024-04-09,P088,1,218.13,12,0.12,218.13,26.14,0.26,244.01,UPI
TR0000441,2024-04-09,P032,1,90.36,5,4.06,90.36,4.33,3.67,91.02,Card
TR0000442,2024-04-09,P017,6,129.94,5,0.38,779.64,38.83,2.96,815.51,UPI
TR0000443,2024-04-10,P003,1,263.53,5,0.48,263.53,13.11,1.26,275.38,UPI
TR0000444,2024-04-10,P025,5,123.41,12,2.13,617.05,72.47,13.14,676.38,UPI
TR0000445,2024-04-10,P084,2,236.01,12,1.88,472.02,55.58,8.87,518.73,Card
TR0000446,2024-04-10,P078,5,86.67,12,4.54,433.35,49.64,19.67,463.32,UPI
TR0000447,2024-04-10,P049,1,417.84,12,4.76,417.84,47.75,19.89,445.7,UPI
TR0000448,2024-04-10,P083,2,47.38,5,1.99,94.76,4.64,1.89,97.51,Cash
TR0000449,2024-04-10,P087,5,37.91,12,1.66,189.55,22.37,3.15,208.77,UPI
TR0000450,2024-04-10,P013,5,218.78,12,2.97,1093.9,127.37,32.49,1188.78,Cash
TR0000451,2024-04-10,P086,5,136.11,5,0.29,680.55,33.93,1.97,712.51,Card
TR0000452,2024-04-10,P040,6,189.59,5,0.18,1137.54,56.77,2.05,1192.26,UPI
TR0000453,2024-04-10,P078,1,86.58,5,3.78,86.58,4.17,3.27,87.48,Card
TR0000454,2024-04-10,P041,6,99.04,12,3.54,594.24,68.78,21.04,641.98,UPI
TR0000455,2024-04-10,P011,1,47.25,5,1.88,47.25,2.32,0.89,48.68,Cash
TR0000456,2024-04-10,P016,2,172.83,5,0.2,345.66,17.25,0.69,362.22,Card
TR0000457,2024-04-10,P093,4,373.63,12,2.0,1494.52,175.76,29.89,1640.39,Card
TR0000458,2024-04-10,P038,6,52.33,12,2.61,313.98,36.69,8.19,342.48,UPI
TR0000459,2024-04-10,P098,6,196.78,12,2.62,1180.68,137.97,30.93,1287.72,Cash
TR0000460,2024-04-10,P048,5,268.64,12,2.31,1343.2,157.46,31.03,1469.63,Card
TR0000461,2024-04-10,P018,2,115.45,12,0.05,230.9,27.69,0.12,258.47,Card
TR0000462,2024-04-10,P086,1,139.71,5,1.56,139.71,6.88,2.18,144.41,Cash
TR0000463,2024-04-10,P013,5,225.32,5,0.31,1126.6,56.16,3.49,1179.27,Card
TR0000464,2024-04-10,P009,3,114.85,5,1.72,344.55,16.93,5.93,355.55,Cash
TR0000465,2024-04-10,P036,3,154.3,12,2.92,462.9,53.93,13.52,503.31,Card
TR0000466,2024-04-10,P077,3,68.12,5,0.39,204.36,10.18,0.8,213.74,Cash
TR0000467,2024-04-10,P028,3,79.97,5,0.63,239.91,11.92,1.51,250.32,UPI
TR0000468,2024-04-10,P050,3,44.98,12,4.83,134.94,15.41,6.52,143.83,UPI
TR0000469,2024-04-10,P086,2,128.72,5,4.95,257.44,12.23,12.74,256.93,Cash
TR0000470,2024-04-10,P019,2,146.27,5,1.62,292.54,14.39,4.74,302.19,Cash
TR0000471,2024-04-10,P082,4,211.7,12,1.51,846.8,100.08,12.79,934.09,Cash
TR0000472,2024-04-10,P076,4,434.59,12,1.77,1738.36,204.91,30.77,1912.5,UPI
TR0000473,2024-04-10,P011,5,49.23,5,4.73,246.15,11.73,11.64,246.24,Card
TR0000474,2024-04-10,P081,5,118.95,12,3.43,594.75,68.92,20.4,643.27,UPI
TR0000475,2024-04-10,P045,2,199.96,12,4.28,399.92,45.94,17.12,428.74,UPI
TR0000476,2024-04-10,P080,2,142.63,5,1.91,285.26,13.99,5.45,293.8,Cash
TR0000477,2024-04-10,P002,2,47.2,5,0.03,94.4,4.72,0.03,99.09,Card
TR0000478,2024-04-10,P048,3,265.93,5,3.03,797.79,38.68,24.17,812.3,Cash
TR0000479,2024-04-10,P087,4,37.65,12,1.37,150.6,17.82,2.06,166.36,Cash
TR0000480,2024-04-10,P004,6,346.38,12,2.45,2078.28,243.28,50.92,2270.64,Card
TR0000481,2024-04-10,P095,1,115.13,5,3.06,115.13,5.58,3.52,117.19,UPI
TR0000482,2024-04-10,P023,2,95.3,5,0.28,190.6,9.5,0.53,199.57,UPI
TR0000483,2024-04-10,P041,1,105.37,12,4.92,105.37,12.02,5.18,112.21,Cash
TR0000484,2024-04-10,P003,3,265.97,12,4.49,797.91,91.45,35.83,853.53,Cash
TR0000485,2024-04-10,P047,5,31.96,12,2.08,159.8,18.78,3.32,175.26,UPI
TR0000486,2024-04-10,P009,2,116.99,5,3.64,233.98,11.27,8.52,236.73,Cash
TR0000487,2024-04-10,P006,3,47.08,12,0.86,141.24,16.8,1.21,156.83,UPI
TR0000488,2024-04-10,P001,3,83.71,12,0.59,251.13,29.96,1.48,279.61,Card
TR0000489,2024-04-10,P012,5,264.22,5,0.58,1321.1,65.67,7.66,1379.11,Cash
TR0000490,2024-04-10,P012,2,248.7,5,3.83,497.4,23.92,19.05,502.27,Cash
TR0000491,2024-04-10,P048,4,254.73,5,1.54,1018.92,50.16,15.69,1053.39,UPI
TR0000492,2024-04-10,P025,6,122.18,5,1.55,733.08,36.09,11.36,757.81,Card
TR0000493,2024-04-10,P023,3,95.87,12,2.07,287.61,33.8,5.95,315.46,Cash
TR0000494,2024-04-10,P026,2,150.59,12,3.49,301.18,34.88,10.51,325.55,Card
TR0000495,2024-04-10,P100,3,153.26,12,4.15,459.78,52.88,19.08,493.58,UPI
TR0000496,2024-04-11,P100,4,150.25,5,4.97,601.0,28.56,29.87,599.69,Card
TR0000497,2024-04-11,P037,2,171.89,12,0.45,343.78,41.07,1.55,383.3,Cash
TR0000498,2024-04-11,P085,3,217.76,5,2.59,653.28,31.82,16.92,668.18,UPI
TR0000499,2024-04-11,P018,4,116.17,12,2.82,464.68,54.19,13.1,505.77,UPI
TR0000500,2024-04-11,P005,3,55.38,12,4.35,166.14,19.07,7.23,177.98,Cash
TR0000501,2024-04-11,P086,3,130.97,5,0.94,392.91,19.46,3.69,408.68,Card
TR0000502,2024-04-11,P085,5,221.29,5,2.2,1106.45,54.11,24.34,1136.22,UPI
TR0000503,2024-04-11,P099,6,119.45,12,2.37,716.7,83.97,16.99,783.68,Cash
TR0000504,2024-04-11,P048,5,261.55,12,1.5,1307.75,154.58,19.62,1442.71,Cash
TR0000505,2024-04-11,P090,1,204.86,12,4.77,204.86,23.41,9.77,218.5,Card
TR0000506,2024-04-11,P021,5,147.65,12,4.43,738.25,84.67,32.7,790.22,UPI
TR0000507,2024-04-11,P026,5,147.32,5,3.32,736.6,35.61,24.46,747.75,Cash
TR0000508,2024-04-11,P040,2,198.52,12,1.98,397.04,46.7,7.86,435.88,Card
TR0000509,2024-04-11,P026,2,140.84,5,0.92,281.68,13.95,2.59,293.04,Cash
TR0000510,2024-04-11,P032,2,94.17,12,0.02,188.34,22.6,0.04,210.9,Cash
TR0000511,2024-04-11,P086,5,135.63,5,4.56,678.15,32.36,30.92,679.59,UPI
TR0000512,2024-04-11,P085,6,222.58,5,1.94,1335.48,65.48,25.91,1375.05,Card
TR0000513,2024-04-11,P018,4,118.32,12,4.1,473.28,54.47,19.4,508.35,UPI
TR0000514,2024-04-11,P076,5,404.88,12,3.35,2024.4,234.79,67.82,2191.37,UPI
TR0000515,2024-04-11,P023,2,98.15,12,2.51,196.3,22.96,4.93,214.33,Cash
TR0000516,2024-04-11,P076,1,429.16,5,2.5,429.16,20.92,10.73,439.35,Cash
TR0000517,2024-04-11,P081,1,117.73,5,2.13,117.73,5.76,2.51,120.98,Card
TR0000518,2024-04-11,P087,1,38.51,12,0.9,38.51,4.58,0.35,42.74,Card
TR0000519,2024-04-11,P014,4,165.82,12,3.43,663.28,76.86,22.75,717.39,Cash
TR0000520,2024-04-11,P077,1,65.41,5,2.87,65.41,3.18,1.88,66.71,Card
TR0000521,2024-04-11,P002,4,48.21,12,2.11,192.84,22.65,4.07,211.42,Cash
TR0000522,2024-04-11,P034,6,197.12,12,2.51,1182.72,138.36,29.69,1291.39,Card
TR0000523,2024-04-11,P094,3,432.53,5,4.9,1297.59,61.7,63.58,1295.71,UPI
TR0000524,2024-04-11,P011,2,45.25,12,0.99,90.5,10.75,0.9,100.35,UPI
TR0000525,2024-04-11,P084,4,234.75,12,0.2,939.0,112.45,1.88,1049.57,Card
TR0000526,2024-04-11,P007,5,168.09,12,2.13,840.45,98.71,17.9,921.26,UPI
TR0000527,2024-04-11,P004,5,324.45,12,1.78,1622.25,191.2,28.88,1784.57,Cash
TR0000528,2024-04-11,P039,6,461.05,5,1.79,2766.3,135.84,49.52,2852.62,Cash
TR0000529,2024-04-11,P076,2,409.26,5,0.63,818.52,40.67,5.16,854.03,Cash
TR0000530,2024-04-11,P081,3,117.8,12,3.44,353.4,40.95,12.16,382.19,Cash
TR0000531,2024-04-11,P093,5,385.98,5,1.63,1929.9,94.92,31.46,1993.36,Cash
TR0000532,2024-04-11,P013,4,226.55,5,1.69,906.2,44.54,15.31,935.43,UPI
TR0000533,2024-04-11,P080,4,134.25,12,3.61,537.0,62.11,19.39,579.72,UPI
TR0000534,2024-04-11,P081,1,123.16,12,4.97,123.16,14.04,6.12,131.08,UPI
TR0000535,2024-04-11,P032,6,95.22,12,2.87,571.32,66.59,16.4,621.51,Cash
TR0000536,2024-04-11,P081,3,122.6,5,1.38,367.8,18.14,5.08,380.86,UPI
TR0000537,2024-04-12,P024,6,63.24,5,2.04,379.44,18.59,7.74,390.29,Cash
TR0000538,2024-04-12,P017,3,122.3,12,0.49,366.9,43.81,1.8,408.91,Cash
TR0000539,2024-04-12,P029,1,42.33,12,2.94,42.33,4.93,1.24,46.02,UPI
TR0000540,2024-04-12,P095,4,120.41,5,1.71,481.64,23.67,8.24,497.07,Card
TR0000541,2024-04-12,P082,2,207.48,12,1.05,414.96,49.27,4.36,459.87,UPI
TR0000542,2024-04-12,P050,3,44.21,5,3.16,132.63,6.42,4.19,134.86,UPI
TR0000543,2024-04-12,P011,2,48.78,12,1.52,97.56,11.53,1.48,107.61,Card
TR0000544,2024-04-12,P085,1,220.6,5,3.12,220.6,10.69,6.88,224.41,UPI
TR0000545,2024-04-12,P003,3,258.74,12,4.95,776.22,88.54,38.42,826.34,Card
TR0000546,2024-04-12,P017,4,126.56,5,0.48,506.24,25.19,2.43,529.0,Cash
TR0000547,2024-04-12,P015,5,61.78,5,3.83,308.9,14.85,11.83,311.92,UPI
TR0000548,2024-04-12,P096,4,103.75,5,2.09,415.0,20.32,8.67,426.65,UPI
TR0000549,2024-04-12,P047,6,32.27,12,2.51,193.62,22.65,4.86,211.41,UPI
TR0000550,2024-04-12,P077,4,69.45,12,4.13,277.8,31.96,11.47,298.29,Card
TR0000551,2024-04-12,P023,4,97.35,12,3.81,389.4,44.95,14.84,419.51,UPI
TR0000552,2024-04-12,P013,4,228.07,12,4.87,912.28,104.14,44.43,971.99,Card
TR0000553,2024-04-12,P004,5,323.02,5,3.0,1615.1,78.33,48.45,1644.98,UPI
TR0000554,2024-04-12,P003,3,260.12,5,2.85,780.36,37.91,22.24,796.03,Card
TR0000555,2024-04-12,P048,1,272.32,12,2.76,272.32,31.78,7.52,296.58,Cash
TR0000556,2024-04-12,P021,4,150.75,5,0.88,603.0,29.88,5.31,627.57,UPI
TR0000557,2024-04-12,P042,2,78.86,5,1.04,157.72,7.8,1.64,163.88,Card
TR0000558,2024-04-12,P082,2,214.45,12,2.5,428.9,50.18,10.72,468.36,Cash
TR0000559,2024-04-12,P043,2,147.49,5,0.03,294.98,14.74,0.09,309.63,Cash
TR0000560,2024-04-12,P078,5,93.02,12,0.35,465.1,55.62,1.63,519.09,Card
TR0000561,2024-04-12,P094,1,459.72,5,2.19,459.72,22.48,10.07,472.13,UPI
TR0000562,2024-04-12,P076,6,434.37,12,2.0,2606.22,306.49,52.12,2860.59,UPI
TR0000563,2024-04-12,P082,4,214.26,5,0.73,857.04,42.54,6.26,893.32,Card
TR0000564,2024-04-12,P100,1,159.06,12,2.06,159.06,18.69,3.28,174.47,Card
TR0000565,2024-04-12,P032,4,89.78,5,1.65,359.12,17.66,5.93,370.85,UPI
TR0000566,2024-04-12,P032,3,91.0,12,1.65,273.0,32.22,4.5,300.72,Card
TR0000567,2024-04-12,P098,3,205.5,5,0.74,616.5,30.6,4.56,642.54,Card
TR0000568,2024-04-12,P048,5,262.21,12,1.53,1311.05,154.92,20.06,1445.91,UPI
TR0000569,2024-04-12,P040,4,196.82,12,0.77,787.28,93.75,6.06,874.97,UPI
TR0000570,2024-04-12,P038,4,48.99,5,0.14,195.96,9.78,0.27,205.47,Cash
TR0000571,2024-04-12,P019,5,143.96,12,3.61,719.8,83.26,25.98,777.08,UPI
TR0000572,2024-04-12,P092,4,60.47,5,4.86,241.88,11.51,11.76,241.63,UPI
TR0000573,2024-04-12,P090,3,206.97,12,4.33,620.91,71.28,26.89,665.3,Card
TR0000574,2024-04-12,P093,4,375.01,12,0.07,1500.04,179.88,1.05,1678.87,Cash
TR0000575,2024-04-12,P040,2,187.4,12,3.04,374.8,43.61,11.39,407.02,UPI
TR0000576,2024-04-12,P026,3,143.68,5,4.2,431.04,20.65,18.1,433.59,UPI
TR0000577,2024-04-12,P026,3,146.06,12,3.13,438.18,50.94,13.72,475.4,Card
